Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
PAYMENT,4,4,-34.01,170.07,Shipping on time,0,17,Cleats,San Diego,EE. UU.,Mary,5297,Smith,Consumer,CA,8734 Dewy Expressway,92115.0,4,Apparel,32.75856018,-117.0881882,LATAM,Villa Canales,Guatemala,5297,9.9,0.06,59.99,-0.2,3,179.97,170.07,-34.01,Central America,Guatemala,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,3,4,19.4,193.99,Advance shipping,0,48,Water Sports,Carrollton,EE. UU.,Betty,2641,Spears,Consumer,TX,6398 Indian Brook Valley,75006.0,7,Fan Shop,32.96593094,-96.84902191,LATAM,Poza Rica de Hidalgo,México,2641,6.0,0.03,199.99,0.1,1,199.99,193.99,19.4,Central America,Veracruz,PAYMENT_REVIEW,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,6,4,108.15,319.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Alexander,7631,Nguyen,Corporate,PR,7571 Clear Apple Corner,725.0,7,Fan Shop,18.241045,-66.37056732,LATAM,Tegucigalpa,Honduras,7631,80.0,0.2,399.98,0.34,1,399.98,319.98,108.15,Central America,Francisco Morazán,ON_HOLD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,5,4,35.15,103.99,Late delivery,1,18,Men's Footwear,Houston,EE. UU.,Mary,5324,Patterson,Consumer,TX,8598 Dewy Grove Path,77015.0,4,Apparel,29.7805748,-95.17199707,LATAM,Porto Alegre,Brasil,5324,26.0,0.2,129.99,0.34,1,129.99,103.99,35.15,South America,Rio Grande do Sul,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,5,2,102.95,395.98,Late delivery,1,45,Fishing,Bristol,EE. UU.,John,291,Smith,Corporate,CT,97 Burning Landing,6010.0,7,Fan Shop,41.62995911,-72.96715546,USCA,Tampa,Estados Unidos,291,4.0,0.01,399.98,0.26,1,399.98,395.98,102.95,South of  USA ,Florida,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
DEBIT,2,1,-11.74,52.19,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,5425,Aguirre,Home Office,PR,4311 Thunder Heath,725.0,4,Apparel,18.25675011,-66.37059784,USCA,Los Angeles,Estados Unidos,5425,7.8,0.13,59.99,-0.23,1,59.99,52.19,-11.74,West of USA ,California,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class
CASH,6,2,55.1,189.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Rose,3810,Lamb,Consumer,PR,3446 Cozy Centre,725.0,7,Fan Shop,18.20848084,-66.37054443,Pacific Asia,Ardebil,Irán,3810,10.0,0.05,199.99,0.29,1,199.99,189.99,55.1,South Asia,Ardebil,CLOSED,Pelican Sunstream 100 Kayak,199.99,Second Class
PAYMENT,2,1,-13.19,175.93,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Roger,4457,Smith,Consumer,PR,1879 Green Pine Bank,725.0,7,Fan Shop,18.28168678,-66.37063599,LATAM,Tipitapa,Nicaragua,4457,23.99,0.12,49.98,-0.08,4,199.92,175.93,-13.19,Central America,Managua,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,First Class
DEBIT,6,4,49.59,141.69,Late delivery,1,46,Indoor/Outdoor Games,Murfreesboro,EE. UU.,Amanda,4007,Brady,Home Office,TN,5737 Honey Meadow,37130.0,7,Fan Shop,35.79265595,-86.30457306,LATAM,Santo Domingo,República Dominicana,4007,8.25,0.06,49.98,0.35,3,149.94,141.69,49.59,Caribbean,Santo Domingo,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,3,2,-19.65,173.93,Late delivery,1,46,Indoor/Outdoor Games,Brandon,EE. UU.,Rose,9618,Case,Consumer,FL,3983 Golden By-pass,33511.0,7,Fan Shop,27.91247559,-82.3192749,LATAM,Santo Domingo,República Dominicana,9618,25.99,0.13,49.98,-0.11,4,199.92,173.93,-19.65,Caribbean,Santo Domingo,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Second Class
PAYMENT,4,4,123.19,351.98,Shipping on time,0,45,Fishing,Atlanta,EE. UU.,Mary,2097,Smith,Corporate,GA,3892 Harvest Avenue,30318.0,7,Fan Shop,33.81632614,-84.44550324,Pacific Asia,Bangkok,Tailandia,2097,48.0,0.12,399.98,0.35,1,399.98,351.98,123.19,Southeast Asia,Bangkok,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,6,4,-39.49,181.99,Late delivery,1,48,Water Sports,Atlanta,EE. UU.,Judy,12364,Smith,Consumer,GA,4149 Thunder Goose Wynd,30349.0,7,Fan Shop,33.61078262,-84.52398682,Pacific Asia,Colombo,Sri Lanka,12364,18.0,0.09,199.99,-0.22,1,199.99,181.99,-39.49,South Asia,Occidental,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,6,4,-96.01,58.19,Late delivery,1,17,Cleats,Rochester,EE. UU.,Austin,3545,Guzman,Home Office,NY,8153 Indian Beacon Impasse,14609.0,4,Apparel,43.18824005,-77.56706238,USCA,Pasadena,Estados Unidos,3545,1.8,0.03,59.99,-1.65,1,59.99,58.19,-96.01,West of USA ,California,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,6,4,38.4,79.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Larry,10655,Bass,Home Office,PR,186 Iron Pond Byway,725.0,3,Footwear,18.26384163,-66.37052918,USCA,Los Angeles,Estados Unidos,10655,20.0,0.2,99.99,0.48,1,99.99,79.99,38.4,West of USA ,California,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,3,4,104.74,232.76,Advance shipping,0,17,Cleats,Norfolk,EE. UU.,Amanda,8772,Smith,Corporate,VA,9221 Cotton Butterfly Terrace,23503.0,4,Apparel,36.94371414,-76.25325012,Pacific Asia,Canberra,Australia,8772,7.2,0.03,59.99,0.45,4,239.96,232.76,104.74,Oceania,Territorio de la Capital Australiana,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,3,4,79.93,170.07,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Debra,6935,Preston,Corporate,PR,6695 Indian Zephyr Limits,725.0,4,Apparel,18.28201866,-66.37063599,Africa,Cairo,Egipto,6935,9.9,0.06,59.99,0.47,3,179.97,170.07,79.93,North Africa,El Cairo,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,2,1,54.78,127.39,Late delivery,1,18,Men's Footwear,Bronx,EE. UU.,Steven,4529,Morgan,Consumer,NY,7518 Noble Parkway,10467.0,4,Apparel,40.87185669,-73.86618805,Europe,Vilna,Lituania,4529,2.6,0.02,129.99,0.43,1,129.99,127.39,54.78,Northern Europe,Vilna,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
TRANSFER,2,1,28.79,63.98,Late delivery,1,29,Shop By Sport,Los Angeles,EE. UU.,Angela,12401,Gray,Consumer,CA,109 Hazy Heath,90033.0,5,Golf,34.04983521,-118.2127457,LATAM,San Pedro Sula,Honduras,12401,16.0,0.2,39.99,0.45,2,79.98,63.98,28.79,Central America,Cortés,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class
DEBIT,5,4,112.19,339.98,Late delivery,1,45,Fishing,Antioch,EE. UU.,Shawn,5121,Holmes,Consumer,CA,4377 Hazy Hollow,94509.0,7,Fan Shop,38.00168991,-121.8279724,Africa,Lagos,Nigeria,5121,60.0,0.15,399.98,0.33,1,399.98,339.98,112.19,West Africa,Lagos,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,6,4,24.99,95.0,Shipping canceled,0,24,Women's Apparel,San Ramon,EE. UU.,Robert,4454,Smith,Consumer,CA,9139 Blue Blossom Court,94583.0,5,Golf,37.77399063,-121.966629,Europe,Toulouse,Francia,4454,5.0,0.05,50.0,0.26,2,100.0,95.0,24.99,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,SUSPECTED_FRAUD,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
DEBIT,4,4,90.72,189.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,10832,Khan,Consumer,PR,7596 Quaking Quay,725.0,5,Golf,18.28950119,-66.37059021,LATAM,Artemisa,Cuba,10832,11.0,0.06,50.0,0.48,4,200.0,189.0,90.72,Caribbean,Artemisa,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,3,4,5.04,79.97,Advance shipping,0,46,Indoor/Outdoor Games,San Juan,Puerto Rico,Albert,1356,Mitchell,Corporate,PR,1944 Cinder Pike,921.0,7,Fan Shop,18.38596916,-66.0940094,Europe,Edinburgh,Reino Unido,1356,19.99,0.2,49.98,0.06,2,99.96,79.97,5.04,Northern Europe,Escocia,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,2,4,-263.61,170.07,Advance shipping,0,17,Cleats,Los Angeles,EE. UU.,Karen,3444,Olsen,Consumer,CA,18 Amber Orchard,90027.0,4,Apparel,34.15971375,-118.4632416,USCA,Huntsville,Estados Unidos,3444,9.9,0.06,59.99,-1.55,3,179.97,170.07,-263.61,South of  USA ,Alabama,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,4,4,15.75,45.0,Shipping on time,0,24,Women's Apparel,Brooklyn,EE. UU.,Mary,3479,Vang,Consumer,NY,3099 Blue Spring Glen,11215.0,5,Golf,40.66889191,-73.98190308,Pacific Asia,Termez,Uzbekistán,3479,5.0,0.1,50.0,0.35,1,50.0,45.0,15.75,Central Asia,Surjandarín,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
CASH,2,1,22.63,49.19,Late delivery,1,17,Cleats,Cleveland,EE. UU.,Deborah,7114,Smith,Corporate,OH,4994 Dusty Bear Village,44109.0,4,Apparel,41.42448425,-81.49801636,Europe,Clichy,Francia,7114,10.8,0.18,59.99,0.46,1,59.99,49.19,22.63,Western Europe,Isla de Francia,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,First Class
DEBIT,6,4,27.84,95.99,Late delivery,1,32,Golf Apparel,Los Angeles,EE. UU.,Joyce,11558,Camacho,Consumer,CA,5951 Broad Crescent,90066.0,6,Outdoors,33.95998383,-118.3873672,Europe,Wuppertal,Alemania,11558,24.0,0.2,119.99,0.29,1,119.99,95.99,27.84,Western Europe,Renania del Norte-Westfalia,COMPLETE,Cleveland Golf Women's 588 RTX CB Satin Chrom,119.99,Standard Class
CASH,3,2,56.42,170.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Carolyn,4720,Smith,Consumer,PR,1217 Indian Embers Corner,725.0,4,Apparel,18.24131393,-66.37059784,Pacific Asia,Duzce,Turquía,4720,9.0,0.05,59.99,0.33,3,179.97,170.97,56.42,West Asia,Düzce,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,1,0,28.31,128.69,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Robert,8942,Smith,Home Office,PR,2790 Cinder Bend,725.0,4,Apparel,18.20641136,-66.37052155,LATAM,Rancagua,Chile,8942,1.3,0.01,129.99,0.22,1,129.99,128.69,28.31,South America,O'Higgins,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day
TRANSFER,3,4,45.31,107.89,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Mary,4065,Mccullough,Corporate,PR,7284 Hidden Elk Forest,725.0,4,Apparel,18.23690414,-66.37062073,USCA,Naperville,Estados Unidos,4065,22.1,0.17,129.99,0.42,1,129.99,107.89,45.31,US Center ,Illinois,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,6,4,29.83,263.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Roy,11074,Hill,Consumer,PR,599 Clear Gardens,725.0,7,Fan Shop,18.25816536,-66.37051392,Europe,Sheffield,Reino Unido,11074,36.0,0.12,299.98,0.11,1,299.98,263.98,29.83,Northern Europe,Inglaterra,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,2,1,145.49,290.98,Shipping canceled,0,43,Camping & Hiking,Washington,EE. UU.,Joe,1795,Ramirez,Consumer,DC,2703 Fallen Butterfly Round,20020.0,7,Fan Shop,38.8549614,-76.96936035,Europe,Nancy,Francia,1795,9.0,0.03,299.98,0.5,1,299.98,290.98,145.49,Western Europe,Alsacia-Champaña-Ardenas-Lorena,CANCELED,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
DEBIT,2,4,171.07,363.98,Advance shipping,0,45,Fishing,Chicago,EE. UU.,Mary,3168,Smith,Consumer,IL,2915 Cotton Meadow,60649.0,7,Fan Shop,41.895607,-87.70032501,Pacific Asia,Wagga Wagga,Australia,3168,36.0,0.09,399.98,0.47,1,399.98,363.98,171.07,Oceania,Nueva Gales del Sur,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,6,4,20.01,163.99,Late delivery,1,48,Water Sports,Murfreesboro,EE. UU.,Melissa,7842,Smith,Corporate,TN,3114 Merry Gate Downs,37130.0,7,Fan Shop,35.7947464,-86.35856628,Europe,Yaroslavl,Rusia,7842,36.0,0.18,199.99,0.12,1,199.99,163.99,20.01,Eastern Europe,Yaroslavl,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,2,1,-41.98,239.9,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,1783,Cooper,Corporate,PR,9590 Dewy Hills Wharf,725.0,7,Fan Shop,18.23269081,-66.37059784,LATAM,Santo Domingo,República Dominicana,1783,10.0,0.04,49.98,-0.18,5,249.9,239.9,-41.98,Caribbean,Santo Domingo,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,First Class
CASH,2,2,55.48,126.09,Shipping on time,0,18,Men's Footwear,Atlanta,EE. UU.,Mary,8563,Stanley,Consumer,GA,4994 Cozy Branch Passage,30349.0,4,Apparel,33.6080246,-84.43827057,LATAM,Puerto Padre,Cuba,8563,3.9,0.03,129.99,0.44,1,129.99,126.09,55.48,Caribbean,Las Tunas,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
TRANSFER,3,2,110.99,299.99,Late delivery,1,45,Fishing,Chicago,EE. UU.,Mary,10304,Watson,Corporate,IL,9255 Thunder Butterfly Parkway,60647.0,7,Fan Shop,41.91740036,-87.68401337,USCA,Watertown,Estados Unidos,10304,100.0,0.25,399.98,0.37,1,399.98,299.99,110.99,East of USA,Nueva York,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
CASH,3,4,60.22,178.17,Advance shipping,0,17,Cleats,San Diego,EE. UU.,Mary,5297,Smith,Consumer,CA,8734 Dewy Expressway,92115.0,4,Apparel,32.75856018,-117.0881882,Africa,Sale,Marruecos,5297,1.8,0.01,59.99,0.34,3,179.97,178.17,60.22,North Africa,Rabat-Salé-Zemur-Zaer,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,5,4,62.46,237.5,Late delivery,1,24,Women's Apparel,Lancaster,EE. UU.,Mary,7293,Ryan,Consumer,SC,5020 Sunny Nectar Vale,29720.0,5,Golf,34.60979843,-80.86299896,LATAM,Rio Branco,Brasil,7293,12.5,0.05,50.0,0.26,5,250.0,237.5,62.46,South America,Acre,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,3,4,-191.95,119.97,Shipping canceled,0,26,Girls' Apparel,Caguas,Puerto Rico,Mary,217,Hughes,Corporate,PR,1490 Silver Canyon,725.0,5,Golf,18.24755859,-66.02539063,Europe,Cologne,Alemania,217,39.99,0.25,39.99,-1.6,4,159.96,119.97,-191.95,Western Europe,Renania del Norte-Westfalia,CANCELED,TYR Boys' Team Digi Jammer,39.99,Standard Class
TRANSFER,6,2,11.95,26.55,Late delivery,1,13,Electronics,Caguas,Puerto Rico,Brenda,10820,Smith,Home Office,PR,6764 Blue Pony Farm,725.0,3,Footwear,18.29723549,-66.37060547,Europe,Aschaffenburg,Alemania,10820,5.44,0.17,31.99,0.45,1,31.99,26.55,11.95,Western Europe,Bavaria,PROCESSING,Under Armour Women's Ignite PIP VI Slide,31.99,Second Class
TRANSFER,6,4,138.17,293.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Nathan,918,Smith,Corporate,PR,9627 Honey Trail,725.0,7,Fan Shop,18.24758339,-66.02626801,LATAM,Portmore,Jamaica,918,6.0,0.02,299.98,0.47,1,299.98,293.98,138.17,Caribbean,Santa Caterina,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,6,2,79.2,220.0,Late delivery,1,24,Women's Apparel,Aurora,EE. UU.,Jeremy,3620,Morris,Corporate,CO,8584 Lazy Via,80012.0,5,Golf,39.69681549,-104.8411789,Europe,Ferrara,Italia,3620,30.0,0.12,50.0,0.36,5,250.0,220.0,79.2,Southern Europe,Emilia-Romaña,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
TRANSFER,2,4,42.75,189.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,James,5089,Holloway,Consumer,PR,4958 Heather Panda Bank,725.0,7,Fan Shop,18.28375816,-66.37057495,Pacific Asia,Borujerd,Irán,5089,10.0,0.05,199.99,0.23,1,199.99,189.99,42.75,South Asia,Lorestan,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,4,4,108.8,278.98,Shipping on time,0,43,Camping & Hiking,Houston,EE. UU.,Barbara,3138,Nelson,Consumer,TX,6640 Golden Avenue,77036.0,7,Fan Shop,29.71482086,-95.51293945,Europe,Berlín,Alemania,3138,21.0,0.07,299.98,0.39,1,299.98,278.98,108.8,Western Europe,Berlín,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,3,4,87.36,189.92,Advance shipping,0,76,Women's Clothing,Caguas,Puerto Rico,Basia,17425,Porter,Corporate,PR,9836 Silver Fox Private,725.0,4,Apparel,18.24306297,-66.03705597,Pacific Asia,Caloundra,Australia,17425,25.9,0.12,215.82,0.46,1,215.82,189.92,87.36,Oceania,Queensland,COMPLETE,Summer dresses,215.82,Standard Class
TRANSFER,4,4,5.4,53.97,Shipping on time,0,32,Golf Apparel,Caguas,Puerto Rico,Jeffrey,1241,Smith,Corporate,PR,3853 Golden Rise Island,725.0,6,Outdoors,18.29409218,-66.37055206,USCA,New York City,Estados Unidos,1241,6.0,0.1,19.99,0.1,3,59.97,53.97,5.4,East of USA,Nueva York,PENDING,Top Flite Women's 2014 XL Hybrid,19.99,Standard Class
TRANSFER,2,4,48.26,128.69,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Edward,3204,Smith,Consumer,PR,4293 Rustic Island,725.0,4,Apparel,18.27076912,-66.37062836,Pacific Asia,Valenzuela,Filipinas,3204,1.3,0.01,129.99,0.38,1,129.99,128.69,48.26,Southeast Asia,Capital Nacional,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,2,4,40.89,191.99,Advance shipping,0,48,Water Sports,Middletown,EE. UU.,Mary,6934,Ellis,Corporate,OH,379 Dusty Autoroute,45044.0,7,Fan Shop,39.51057816,-84.4030838,LATAM,Campeche,México,6934,8.0,0.04,199.99,0.21,1,199.99,191.99,40.89,Central America,Campeche,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,0,0,-326.35,203.97,Shipping on time,0,17,Cleats,Goose Creek,EE. UU.,Janice,11521,Vega,Home Office,SC,2299 Merry Bear Vista,29445.0,4,Apparel,32.96281815,-80.01170349,Pacific Asia,Palmerston North,Nueva Zelanda,11521,35.99,0.15,59.99,-1.6,4,239.96,203.97,-326.35,Oceania,Manawatu-Wanganui,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Same Day
DEBIT,2,1,159.48,443.0,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,Desiree,13201,Craft,Consumer,PR,4940 Velvet Timber Cape,725.0,10,Technology,18.27540016,-66.03704834,Europe,Saint-Laurent-du-Var,Francia,13201,9.04,0.02,452.04,0.36,1,452.04,443.0,159.48,Western Europe,Provenza-Alpes-Costa Azul,COMPLETE,Web Camera,452.04,First Class
DEBIT,6,4,139.38,383.96,Late delivery,1,16,As Seen on  TV!,Seattle,EE. UU.,Helen,2526,Mcknight,Corporate,WA,9865 Blue Edge,98115.0,3,Footwear,47.70080566,-122.3029633,Europe,Cologne,Alemania,2526,16.0,0.04,99.99,0.36,4,399.96,383.96,139.38,Western Europe,Renania del Norte-Westfalia,COMPLETE,Nike Men's Free TR 5.0 TB Training Shoe,99.99,Standard Class
CASH,6,4,89.18,181.99,Late delivery,1,48,Water Sports,Bend,EE. UU.,David,5839,Williams,Consumer,OR,1449 High Carrefour,97701.0,7,Fan Shop,44.07599258,-120.9686584,Pacific Asia,Beykoz,Turquía,5839,18.0,0.09,199.99,0.49,1,199.99,181.99,89.18,West Asia,Estambul,CLOSED,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,6,4,18.79,69.58,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Jacob,7250,Smith,Corporate,PR,4317 Emerald Bay,725.0,5,Golf,18.23432159,-66.37049866,LATAM,Monterrey,México,7250,10.4,0.13,39.99,0.27,2,79.98,69.58,18.79,Central America,Nuevo León,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
PAYMENT,3,4,27.3,97.49,Advance shipping,0,18,Men's Footwear,San Diego,EE. UU.,Danielle,1567,Smith,Consumer,CA,6764 Cozy Cape,92109.0,4,Apparel,32.79521942,-117.2376556,Europe,Potsdam,Alemania,1567,32.5,0.25,129.99,0.28,1,129.99,97.49,27.3,Western Europe,Brandenburgo,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,5,2,54.71,151.96,Late delivery,1,29,Shop By Sport,San Jose,EE. UU.,Mary,11333,Jones,Home Office,CA,4703 Grand Square,95123.0,5,Golf,37.25323105,-121.8241806,USCA,Columbus,Estados Unidos,11333,8.0,0.05,39.99,0.36,4,159.96,151.96,54.71,East of USA,Ohio,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
PAYMENT,2,4,124.79,383.98,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,Dennis,8976,Smith,Consumer,PR,9236 Little Pony Wharf,725.0,7,Fan Shop,18.28787231,-66.3705368,Europe,Givors,Francia,8976,16.0,0.04,399.98,0.33,1,399.98,383.98,124.79,Western Europe,Auvernia-Ródano-Alpes,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,5,4,-77.75,115.18,Late delivery,1,17,Cleats,Sandusky,EE. UU.,Mary,3190,Leonard,Corporate,OH,2136 Silver Canyon,44870.0,4,Apparel,41.43588638,-82.74632263,LATAM,Mixco,Guatemala,3190,4.8,0.04,59.99,-0.68,2,119.98,115.18,-77.75,Central America,Guatemala,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,6,4,28.72,151.96,Late delivery,1,29,Shop By Sport,Las Cruces,EE. UU.,Victoria,2913,Sharp,Home Office,NM,8161 Crystal Towers,88005.0,5,Golf,32.31484985,-106.7903061,Europe,Roissy-en-Brie,Francia,2913,8.0,0.05,39.99,0.19,4,159.96,151.96,28.72,Western Europe,Isla de Francia,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,5,4,54.76,165.93,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Ethan,6455,Brown,Consumer,PR,4028 Rustic Point,725.0,7,Fan Shop,18.23471832,-66.3706131,Europe,Vilna,Lituania,6455,33.99,0.17,49.98,0.33,4,199.92,165.93,54.76,Northern Europe,Vilna,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,3,4,40.5,111.57,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,Susan,10946,Vincent,Consumer,PR,1044 Merry Green,725.0,5,Golf,18.2041626,-66.37062073,Africa,Lusaka,Zambia,10946,8.4,0.07,39.99,0.36,3,119.97,111.57,40.5,East Africa,Lusaka,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,2,4,-334.4,272.98,Advance shipping,0,43,Camping & Hiking,Westminster,EE. UU.,Mary,11924,Ramos,Corporate,CA,4463 Cotton Quail Forest,92683.0,7,Fan Shop,33.75820923,-118.0019073,Pacific Asia,Xinzhou,China,11924,27.0,0.09,299.98,-1.23,1,299.98,272.98,-334.4,Eastern Asia,Hubei,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,3,2,107.87,371.98,Late delivery,1,45,Fishing,Raleigh,EE. UU.,Mary,6624,Todd,Consumer,NC,3450 Colonial Hickory Corners,27610.0,7,Fan Shop,35.78026962,-78.61565399,USCA,Los Angeles,Estados Unidos,6624,28.0,0.07,399.98,0.29,1,399.98,371.98,107.87,West of USA ,California,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
TRANSFER,2,1,43.22,123.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mark,1748,Smith,Consumer,PR,1655 Foggy Rise Swale,725.0,4,Apparel,18.24350929,-66.37060547,LATAM,Bogotá,Colombia,1748,6.5,0.05,129.99,0.35,1,129.99,123.49,43.22,South America,Bogotá,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
CASH,2,4,39.57,116.38,Advance shipping,0,17,Cleats,Brooklyn,EE. UU.,Jose,3383,Casey,Home Office,NY,5325 Lost Horse Mews,11220.0,4,Apparel,40.6416893,-74.01692963,Europe,Brest,Francia,3383,3.6,0.03,59.99,0.34,2,119.98,116.38,39.57,Western Europe,Bretaña,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,6,2,-41.01,175.99,Late delivery,1,48,Water Sports,Beloit,EE. UU.,Jack,6121,Mosley,Home Office,WI,432 Dusty Glen,53511.0,7,Fan Shop,42.50053024,-89.02419281,Europe,Taranto,Italia,6121,24.0,0.12,199.99,-0.23,1,199.99,175.99,-41.01,Southern Europe,Apulia,ON_HOLD,Pelican Sunstream 100 Kayak,199.99,Second Class
PAYMENT,4,4,34.65,98.99,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Jacob,7250,Smith,Corporate,PR,4317 Emerald Bay,725.0,3,Footwear,18.23432159,-66.37049866,Africa,Lagos,Nigeria,7250,1.0,0.01,99.99,0.35,1,99.99,98.99,34.65,West Africa,Lagos,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
